id,text,task1,task2,task3
8209,today worst day life lost best job opportunity got significant wanting break im financially hole absolutely idea im going,Non-Supportive,No,No
8758,nojogo gets mother milk saying good ronaldo still criticizing,Non-Supportive,No,No
6206,honstely think funny af owned slaves least racist person ik fact 2 ancestors owned slaves racist grandma told story dad said nigga still treated black people respect think fucking hilarious also ancestors insanely religious even holiness preachers atheist cause ancestors religious mean muh fucker oncoming fistoncoming fist fairytales still fairy tales like racist shit plate btw christians black white average racist lot support blm religious af face tears joyface tears joy proves christian racism like ancestors whipped black people name jesus got ta whip generations later power logic name atheism btw guys blm stop making excuses successful bum money people none us lived times people love making shit head pulling scottsman fallacies,Non-Supportive,No,No
1510,red heartthank god thank god always dream vision work work smart depend one almost everyone hears discourage got ta work smart build dreams one hires help build theirsflexed bicepsmedium skin tone,Non-Supportive,No,No
7644,muniba baitay may almighty allah confer good health inspiring soul brave iron lady stay blessed,Supportive,Individual,No
2397,shes strong independent must need man level isnt independence sounds like still wants kind decency man person shruggingmediumdark skin tonemale sign,Non-Supportive,No,No
216,failed children palestinians heartbroken glad ok even smiling cruel world,Non-Supportive,No,No
696,amelia well known like brokers start telling stories excuses trade go well collecting money,Non-Supportive,No,No
5532,watched today lost last words said waste life living someone else life exactly l father wants doctor l want l tried told never listened l always forced study hard got scolded scoring board instead scoring l improvement paper tomorrow devastated everything dark find way parents expect lot want fulfill dreams instead following mine tired crying every night sacrificing self dreams life order fulfil expectations dreams l need guys pray exam fulfil dreams thank much folded hands,Non-Supportive,No,No
1165,quinkso called humanity know,Non-Supportive,No,No
8399,dad passed away days ago mom need take emergency surgery brain veins left eye turned red even know much cost risks girlfriend suspecting thinking may another girl eyes know think nothing suspicious make feel like misunderstanding asking break feel sad hear kind confused feel feel lost sea,Non-Supportive,No,No
3938,question humans always avoid addressing causes instead favor one power international laws applied apply certain countries people called double standards hypocrisy shame silence surrounded world,Non-Supportive,No,No
6012,going one bust cruiser window make sure wear something dont stand orange shirtconfusion,Non-Supportive,No,No
9444,important bring light much humanly possible given nature reality presidency citizen inhabiting roll means nation states working together sue justin trudeau supporting america support bolton attacking iranian regime kills women making feel unwanted feelings showing hair dt sabotaged afghanistan withdrawal women better american military presence based lie could get reporting like democracy gives outlets get go would bound ideological thought competing righteous issues,Non-Supportive,No,No
3239,purpose get life goals important,Non-Supportive,No,No
472,grace sunday right thanks introducing expert annika arno financial education,Non-Supportive,No,No
9572,international court prison nethanyahu mafia called govermentfor genocide palestine civilians,Non-Supportive,No,No
3927,winners life living loser gone sign living life matters,Non-Supportive,No,No
7738,1 think pda gross matter 2 yes bible condemn homosexuality disagree bible say jesus would condone homosexuality biblically incorrect 3 time valid argument 4 whole issue word normal absurd yes straight normal normal means default people even said video 5 people gay abnormal bad best friend gay support sure people rage comment tell homophobic whatever,Supportive,Group,LGBTQ
6233,yes yes remember dead white guy know nothing saitongue sticking cheeky playful blowing raspberry every action equal opposite reaction,Non-Supportive,No,No
4933,remembering already going die best way know avoid trap thinking something lose,Non-Supportive,No,No
9241,glendamartin suffering lol idk ur talking palestinian children suffering way brutally longer,Supportive,Group,Other
244,understand say muslim one defeat israel please free palestinian,Supportive,Group,Nation
3252,support propoganda please live together holy land belongs may muslims jews live together,Non-Supportive,No,No
6942,catawba cherokee see many people comment section talking flee come liveperson facepalmingmedium skin tonefemale sign actually went somewhere else besides cruises islands would understand come leave case born dual citizenship much land tax free funny know think come stay foreverrolling floor laughingrolling floor laughingrolling floor laughing one wants live except instead always trying put us people color everywhere else fellow native black americans ban together start buying back land others sold right noses waste enough money weaves liquor nails lashes rims things mean shit meanwhile everyone else earth getting rich youspeaknoevil monkeyhearnoevil monkeyseenoevil monkeymonkey face,Non-Supportive,No,No
6551,think original intent premise black lives matter thing lives matter say eyes matter tell black lives 2020 think premise movement morphed something ugly something stand something support witnessed black lives matter blm,Non-Supportive,No,No
