id,comment,task1,task2,task3
3029,"ARTHUR COMPTON (1892 - 1962)
Premio Nobel de física 1927 por su descubrimiento del denominado efecto Compton y su investigación de los rayos cósmicos y de la reflexión, polarización y espectros de los rayos x.
“Para mí, la fe comienza con la comprensión de que una inteligencia suprema dio forma al universo y creó al hombre. No me cuesta tener esa fe, porque el orden e inteligencia del cosmos dan testimonio de la más sublime declaración jamás hecha: “En el principio creó Dios”
ARNO PENZIAS (1933 - …)
Premio Nobel de física 1978 por su descubrimiento de la radiación de fondo cósmica, patrones que otros físicos interpretaron como prueba de que el Universo fue creado a partir de la nada o Big Bang.
“Si no tuviera otros datos que los primeros capítulos del Génesis, algunos de los Salmos y otros pasajes de las Escrituras, habría llegado esencialmente a la misma conclusión en cuanto al origen del Universo que la que nos aportan los datos científicos”
ERNST BORIS CHAIN (1906 - 1979)
Premio Nobel de medicina 1945 por su trabajo con la penicilina.
“La idea fundamental del designio o propósito [divino]… mira fijamente al biólogo, no importa en dónde ponga este los ojos. La probabilidad de que un acontecimiento como el origen de las moléculas de ADN haya tenido lugar por pura casualidad es sencillamente demasiado minúscula para considerarla con seriedad…”
ARTHUR L. SCHAWLOW (1921 - …)
Compartió el premio Nobel de física 1981 por el desarrollo de la espectroscopía del láser.
“Al encontrarse uno frente a frente con las maravillas de la vida y del Universo, inevitablemente se pregunta ¿por qué las únicas respuestas posibles son de orden religioso? 
Tanto el Universo como mi propia vida tienen necesidad de Dios”
MAX BORN (1882 - 1970)
Premio Nobel de física 1954 por sus investigaciones en torno a la mecánica cuántica.
“Sólo la gente tonta dice que el estudio de la ciencia lleva al ateísmo”
DEREK BARTON (1918 - 1998)
Compartió el premio Nobel de química en 1969 por sus aportaciones en el campo de la química orgánica en el desarrollo del análisis conformacional.
“No hay incompatibilidad alguna entre la ciencia y la religión… La ciencia demuestra la existencia de Dios”
CHRISTIAN B. ANFINSEN (1916 - 1995)
Uno de los galardonados con el premio Nobel de química 1972 por su trabajo sobre la estructura de los aminoácidos y la actividad biológica de la enzima ribonucleica.
“Creo que sólo un idiota es capaz de ser ateo”
ALBERT EINSTEIN (1879 - 1955)
Premio Nobel de física 1921 por su trabajo sobre física teórica, en particular, la ley del efecto fotoeléctrico.
“Apenas consigo calcar las líneas que fluyen de Dios”
WILLIAM D. PHILLIPS (1948 - …)
Premio Nobel de física 1997 por su empleo de rayos láser para producir temperaturas de apenas una fracción por encima del cero absoluto.
“Hay tantos colegas míos que son cristianos que no podría cruzar el salón parroquial de mi iglesia sin toparme con una docena de físicos”
“El cielo proclama la gloria de Dios; de Su Creación nos habla la bóveda celeste. Los días se lo cuentan entre sí; las noches hacen correr la voz”  Salmos 19:1-2
“Las cosas invisibles de Él, Su eterno poder y deidad, se hacen claramente visibles desde la creación del mundo, siendo entendidas por medio de las cosas hechas"" Romanos 1:20
La ciencia pura y legítima apunta hacia la existencia de Dios y valida la fe en Él.
Hoy en día son cada vez más los científicos respetados que a la vez se declaran creyentes, mayormente gracias a sus observaciones empíricas de la creación divina. 
Cuantos más descubrimientos se realizan, más patente se les hace que el Universo no se produjo por un fenómeno casual ni por los denominados procesos naturales; tras ello hubo necesariamente un Artífice.
¡UN CREADOR INTELIGENTE!
El poeta estadounidense Ralph Waldo Emerson planteó de manera sucinta el vínculo entre la ciencia y la fe cuando afirmó: 
“Todo lo que veo me enseña a confiar en el Creador, acerca de aquellas cosas que no veo”
¿Y vos? ¿Conoces a Aquél, que es el camino a la vida eterna?
Jesús dijo: “El que me ha visto a Mí, ha visto al Padre” Juan 14:9
Fuente: José Luis Prieto ",Support,Group,Religion
780,"Yo soy bisexual, pero todo mi familia es omofovica y es muy triste😢. Te faltó 
 fictosexsual 😊",Non Support,No,No
586,"Tienen algún video de la diferencia de género, sexo etc?",Non Support,No,No
139,"Estos atletas si llenan de orgullo a la patria, provocan una fuente de inspiración y alegran el corazón de todo un país
Y por supuesto en el mes patrio en México",Support,Group,Other
2643,"Soy afrodescendiente (negra) nacida y criada en Bogotá y cómo dijo la chica del vídeo, no me siento en casa.",Non Support,No,No
2446,No creoooo,Non Support,No,No
91,Lo más hermoso es que sonó con muchos aficionados en el estadio ❤❤❤❤❤,Non Support,No,No
1061,"Ayuda no termine de entender que es ""queer""",Non Support,No,No
1566,"Me encantó el video, estaría bueno que hagas una segunda parte. Yo me reconozco actualmente (digo actualmente por que soy fiel creyente que las personas cambiamos  constantemente y uno de esos cambios puede ser la autopercepción) como una mujer heterosexual pero estoy armando las bases para un libro y quiero plantear una sociedad con una amplia aceptación a todo tipo de orientaciones y como tal, tener una variedad muy amplia de personajes pero quiero interiorizarme bien en todos los terrenos.

Estoy abierta a todo tipo de charlas que me ayuden a interiorizarme del tema, de hecho sería de ayuda cualquier punto de vista",Support,Group,LGBTQ
217,"Eso fue un robo la de singapur podia mover sus brazos y la de México no podía moverlos, así no se vale",Non Support,No,No
1096,Este.. Transgenero es cuando una persona se identifica como el género opuesto mientras ke transexual es cuando una persona se cambia de género mediante operación :3 sólo keria aclarar eso,Non Support,No,No
3076,"pues yo no creo en dios!!!! 
mas q todo creo mas en la ciencia tiene mas sentido pero me llega tu acento como salvadoreño va",Non Support,No,No
812,"Me gustan los televisores LGtv, las bicicletas, los transformers, la letra A, el pan, los códigos binarios, el Internet y el agua.",Non Support,No,No
1934,"Solo porque no entran en un estereotipo de género tienen que crear otros para sentir que entran en un colectivo.

Porque soy mujer y no me gusta los vestidos y el color rosa debería estar en un colectivo a pesar de que estoy conforme de nacer mujer",Non Support,No,No
894,"La pedofilia no es una orientación sexual , los niños no se tocan 💀",Non Support,No,No
3209,Todo es hermoso y es una fiesta que une a todos los panameños y celebramos con mucho orgullo. Viva Panamá carajo🇵🇦🇵🇦🇵🇦🇵🇦🇵🇦🇵🇦🇵🇦,Support,Group,Nation
3036,la teología es parte de la ciencia y entiende que no por ser teólogo eres un teista y seria muy estúpido que universidades tan destacadas como cambridge y oxford no tengan teología que no es creer en dios sino estudiar a las religiones y dioses  ,Non Support,No,No
189,Ella si que es una guerrera !!!!!,Support,Individual,No
3182,La BIBLIA ME LA PASO POR LOS COJONES.,Non Support,No,No
93,"Felicidades, el espíritu de esta deportista es por mucho un gran ejemplo de que aun con situaciones adversas  en contra es posible lograr objetivos, que orgullo para ella. ❤🎉",Support,Individual,No
2709,"Para que se dismiuya el racism contra todas lasmiorias, todos debemos cooperar, mucho estudio y superación y el tiempo y se recogerá el resultado",Support,Group,Black Community
271,"Como siempre...poniendo el ejemplo a los atletas ""completos""...bien hecho un ejemplo para todos nosotros",Support,Group,Other
1690,Ya me confundí,Non Support,No,No
2950,"No trato de defender a la ciencia,pero me parece que debiste informarte mas sobre el tema,no das ninguna explicación sobre el porque la iglesia freno durante mucho tiempo los avances cinemáticos,por ejemplo el caso de Galileo y la inquisición y si vamos mas atrás el asesinato de Hypatia ordenado por de San Cirilo de Alejandrina,no cuestiono tus creencias pero simplemente concibo la idea de que la iglesia venere o considerar ""santo"" a alguien que ordenan asesinar a una persona simplemente por tratar de entender el mundo.",Non Support,No,No
235,Excelente carrera!,Non Support,No,No
581,a desuscribirse y reportar por terrorismo,Non Support,No,No
1782,Es mas real santa claus y los reyes magos que los no binarios y los generos fluidos,Non Support,No,No
2126,"Para toda la gente que está dejando comentarios ofensivos o de índole solo les tengo que decir una cosa: 
Que os hace tan mal en ver a alguien siendo feliz, como dijeron en el vídeo, todos tenemos derecho a serlo, mientras que no dañemos a nadie y, ¿qué os daña tanto el que haya más de dos géneros o más de una sexualidad?",Support,Group,LGBTQ
3062,"si me equivoco me corrigen, el enunciado deberia ser ""ciencia y teologia son compatibles"" no ""ciencia y religión"" la ciencia se basa en hechos demostrables y sujetos a experimentación, la religión se basa en la fe sin pruebas, la ciencia necesita demostrar algo, la religion solo muestra hechos como verdades absolutas, ambas no se complementan ni son compatibles, la teologia si lo hace, por lo demas buen video, falta mucho por explicar pero la sintesis buena",Non Support,No,No
1003,"""Yo pensaba que en el futuro tendriamos autos voladores, no 700 generos""

-Alanecuatro",Non Support,No,No
2319,"Me encantó, yo soy una persona no binaria y me encantaaaa🦋💛 soy super libre, feliz mes del orgullo🏳️‍🌈",Support,Group,LGBTQ
802,"Yo no sé aún que me consideraría, estoy un poco confundida. 
Yo desde muy pequeña no me llamaba la atención tener pareja, desde los 10 años veía a mis amigas hablar de tener novio y cosas así, pero a mí nunca me llamó la atención, siempre he tenido la idea de que me gustaría tener novio pero que fuera alguien que ya tenga tiempo de conocer.
Paso el tiempo y cada que veo a un chico que me llama la atención siento que debo de hacerme su amiga y conocerlo para ver si llegamos a ser algo, pero nunca he sentido que sea algo que en verdad deseé, nunca he tenido novio hasta ahora ya a mis casi 20 años. 
Yo pienso que soy hetero, pero luego lo pienso y siento que no hes así ya que cuando me atrae un hombre es por un corto tiempo, lo máximo que he sentido eso ha sido unos 5 días, pero no es una atracción que yo llamaría sexual, si no mas como curiosidad de saber cómo es él. 
Me gustaría que alguien me ayudara a saber más, por qué la verdad estoy perdida en eso. 
Gracias",Non Support,No,No
58,Vales tu peso en oro grande grandísima atleta llore de emoción ❤❤❤❤,Support,Individual,No
1520,Pansexual ya lo vengo diciendo hace un tiempo y con este video lo confirmo,Non Support,No,No
1403,"Basta, amo todo tu contenido en general 🤺✨",Support,Individual,No
3246,"🎉 Muy buenas las entrevistas, Dios se hace evidente",Support,Group,Religion
320,"No divierten las morras , qu se dediquense al modeaje u otra cosa 🤦‍♂️🤦‍♂️🤦‍♂️🤷🤷",Non Support,No,No
1053,"""Respetemos para un mundo mejor"" Honestamente vine para informarme, y me traume, todos conocemos la libertad de libre expresión pero te sientes conforme con alguien que quiere cambiar de sexo,  estar con alguien de su mismo sexo no parece lo mas lógico tu mismo lo dices son Biológicamente lo que son y solo buscan escapar de la verdad. La comunidad LGBT está mal y se que tienen sus ideas y repito esta bien todos tenemos la libertad e libre expresión pero dime tú, te parece correcto eso?


-Palta🥑👍",Non Support,No,No
2863,Qué bueno que hables de estos temas!,Support,Individual,No
445,La verdad sigoen un proceso de aceptación sobre que amo a la persona no al género,Non Support,No,No
494,"Tal vez nunca logré comprender esto por completo, 
pero lo que si se es que todos somos humanos/personas y merecemos y mismo trato y respeto",Non Support,Group,LGBTQ
1024,Soy cristiano we,Non Support,No,No
171,Puro poder Mexicano ❤❤❤❤❤,Support,Group,Nation
2931,"Unacosaescierta,elhombreesmuypequeñoparatratardeexplicarlascosasqueexistenyquefueronhechas,productonodeunacasualidad,yaquesitieneexplicación,peronoestaanuestroalcancesicreamosqueelhombreeselprincipioyfinaldetodo,haymuchoqueelhombrenopuedecomprender,tenemosunlímiteennuestroentendimientoeinteligencia,aunqueloneguemos,enlomasprofundodenosotros,todostenemosunaconcienciaque nos revela la obviedad de la existencia de Dios, no podemos negarlo aunque quisiéramos hacerlo con nuestra ""mucha inteligencia"".",Support,Group,Religion
140,¡Qué gran emoción! Gracias por hacerme llorar de alegría.,Non Support,No,No
2949,"Aunque investiguen que es el humanismo, se daran cuenta que antes de este mismo surgiera, existieron los mismos cuestionamientos, queben el video hablan, pero como no hubo un respuesta clarq y consisa, se le decidio poner este nombre a manera de teoria, por eso la realidad es que la teologia responde con claridad esas preguntas y hay que tener la mente mas abierta respecto a estos temas, solo hay un Dios y para conocer el maravilloso mundo en que vivimos nos dio la ciencia, es asi, punto.",Support,Group,Religion
2901,"Un mundo tangible puede   explicar lo que es , como es algo que es intangible pues la ciencia cree en lo que él cristianismo  no . no hay carencia de certeza",Non Support,No,No
910,Yo soy bisexual y soy una chica,Non Support,No,No
857,Yo solo vine a aprender ya que ya se que soy😊,Non Support,No,No
1251,"Para mi solo existen 3 géneros 
Hombre 
Mujer 
Y ...




Tanke Soviético",Non Support,No,No
3193,Todas juegan muy bien juntas son un equipazo vamos México!,Support,Group,Women
2176,No q asco tik tak se volvio gay me desuscribo,Non Support,No,No
2472,No os engañéis,Non Support,No,No
1156,Pregunta: si a yo me identifico como hombre y mujer al mismo tiempo que soy,Non Support,No,No
1926,"Yo soy helicóptero apache, no me vi representado en el vídeo pero bueno habrá que aceptarlo",Non Support,No,No
678,Ya me confundí 😦😦😦,Non Support,No,No
370,Pues yo soy género fluido,Non Support,No,No
2563,"Yo soy un chico cisgénero gay y también demigénero, esto es que me siento mayoritariamente masculino, pero hay una parte femenina que no escondo y que me encanta expresarla.",Non Support,No,No
1286,soy un helicoptero tucutucutuccuttucu🚁,Non Support,No,No
1560,"Wow, Soy bi demisexual🙈",Non Support,No,No
1392,Le digo a mi mamá de que soy no binario y me echa de la casa,Non Support,No,No
2341,Yo soy zapato tengo sexo con mesas jajajajajaj 🤣🤣 que soy? Como las perversionas ya son normales segun ustedes,Non Support,No,No
201,"Felicidades hermanos mexicanos por su nueva medalla de plata, una gran atleta en su delegación representandolos. Un saludo desde Colombia ♡",Support,Individual,No
2658,Todos somos hermanos en Cristo Jesus,Support,Group,Religion
181,"Excelente cierre de la mexicana, casi se lleva el oro.",Support,Individual,No
2733,LA VERDAD SOLO LO ENCUENTRAS EN LA BIBLIA.NO EN LA RELIGION.,Non Support,No,No
3218,"Felicidades Panamá, desde Venezuela.",Support,Group,Nation
426,"Otros se parecen demasiado entre sí, no entiendo nada pero soy un hombre heterosexual",Non Support,No,No
